0 5 1 4 178 168 212
0 3 5 5 221 121 121
0 3 0 3 204 90 158
0 5 6 2 27 11 25
0 3 0 7 154 90 216
1 2 7 3 117 216 158
1 0 5 2 13 121 117
1 2 4 3 250 212 158
1 7 4 6 159 212 11
0 7 2 4 12 250 212
1 1 6 1 229 11 168
1 7 1 7 233 229 159
0 3 2 3 178 250 158
1 6 4 7 116 212 233
1 2 1 3 133 229 158
1 5 7 0 160 233 13
1 5 7 0 150 233 13
1 7 6 6 243 116 116
0 5 3 2 62 158 133
0 0 4 5 137 212 150
0 2 6 2 211 116 133
1 4 1 3 174 229 158
1 0 2 2 35 133 133
0 4 1 5 5 229 150
0 2 4 2 7 174 133
0 6 6 5 136 116 150
0 5 1 2 181 229 133
0 0 5 4 80 150 174
1 4 5 2 57 150 133
0 7 3 1 163 158 229
1 3 4 5 231 57 150
0 2 1 5 153 229 150
0 1 5 2 79 150 133
0 7 5 7 75 150 243
1 7 2 0 166 133 35
0 2 7 7 174 166 166
0 7 5 6 157 150 116
0 6 1 4 72 229 57
1 2 6 1 222 116 229
1 2 4 7 47 57 166
1 3 0 0 41 35 35
1 7 6 5 225 116 150
1 5 2 5 90 47 150
0 6 6 4 198 116 57
0 3 6 1 132 116 229
0 4 6 3 59 116 41
1 1 3 1 201 41 229
0 4 6 0 76 116 35
1 2 5 0 63 90 35
1 7 0 5 242 35 90
1 3 0 4 253 35 57
0 2 1 7 95 201 242
1 1 4 6 146 57 116
1 5 7 0 213 242 35
0 7 0 3 16 35 253
1 2 1 4 100 146 57
0 0 6 3 147 116 253
1 3 6 7 43 116 242
1 3 2 2 168 100 100
1 5 1 1 236 146 146
1 3 1 7 187 146 242
1 0 3 4 208 187 57
1 3 1 7 209 146 242
0 5 2 1 31 100 146
0 5 3 1 255 209 146
0 4 1 2 247 146 100
0 3 3 6 87 209 116
0 0 0 5 231 208 236
1 4 2 3 64 100 209
1 5 4 4 148 64 64
1 5 1 3 232 146 209
0 0 0 1 175 208 146
0 2 5 3 214 232 209
0 6 2 1 231 100 146
1 1 4 1 155 64 146
1 2 6 6 50 116 116
1 4 4 6 66 64 116
0 2 0 7 14 208 242
1 4 7 5 188 242 232
1 5 3 5 54 209 232
0 2 2 5 140 50 54
1 3 6 5 130 116 54
0 6 0 4 129 208 188
0 0 4 0 136 188 208
0 1 0 1 6 208 155
1 3 7 0 84 242 208
0 5 2 5 80 50 54
0 3 4 1 130 188 155
0 2 7 7 194 242 242
0 4 7 7 131 242 242
1 0 5 4 174 54 188
0 4 6 4 10 116 188
0 3 0 6 167 174 116
0 0 4 3 127 188 84
1 0 1 1 152 155 155
1 6 2 3 140 50 84
1 6 6 0 95 140 152
1 5 6 6 44 95 95
0 4 5 1 57 44 155
0 5 5 1 98 44 155
1 7 5 0 54 44 152
0 2 5 2 115 44 50
0 0 6 6 221 95 95
1 4 5 6 223 44 95
0 7 3 1 60 84 155
0 2 2 0 168 50 152
1 1 1 2 52 155 50
1 7 0 0 130 152 152
0 7 1 6 41 52 95
1 4 3 5 62 84 44
0 3 2 5 110 50 44
1 3 0 4 191 152 62
1 2 0 7 59 152 130
0 1 4 6 2 62 95
1 2 4 1 27 62 52
1 6 5 6 54 44 95
1 0 1 6 124 52 54
1 4 1 0 220 52 124
1 4 0 4 64 124 220
1 1 0 4 151 124 64
0 6 2 2 86 27 27
0 7 5 3 24 44 191
0 6 1 2 20 151 27
1 2 1 5 255 151 44
0 1 7 2 104 130 255
0 5 7 1 178 130 151
0 6 1 0 84 151 124
0 3 5 5 103 44 44
0 3 3 5 203 191 44
1 1 3 1 24 191 151
1 0 5 6 64 44 54
1 5 4 1 6 64 24
1 1 2 3 94 255 191
1 2 7 0 153 130 64
0 4 1 5 175 94 6
1 6 6 6 69 54 54
1 0 5 6 119 6 69
0 2 1 6 228 94 69
1 6 1 7 62 94 130
0 2 2 7 251 153 130
1 4 0 0 79 119 119
0 4 3 1 135 191 94
1 6 2 4 94 153 79
1 3 5 2 9 6 153
0 1 6 5 196 94 6
1 6 5 3 153 6 9
0 3 4 5 63 79 6
1 2 7 1 159 130 94
0 3 0 6 101 119 153
0 7 7 7 66 130 130
0 3 7 4 133 130 79
1 4 2 0 168 159 119
0 2 3 5 246 9 6
0 0 6 7 191 153 130
0 5 7 0 231 130 119
1 1 7 3 231 130 9
1 3 4 2 147 168 159
1 1 2 6 82 159 153
1 0 7 2 225 130 159
0 1 5 7 32 6 130
1 6 4 4 102 168 168
1 0 1 6 134 82 102
0 7 5 3 179 6 147
1 1 6 5 199 102 6
1 3 3 4 36 147 168
0 4 3 3 40 36 36
1 2 4 4 77 168 168
1 3 5 4 48 6 168
0 6 7 0 84 130 134
0 7 7 3 232 130 48
0 1 2 1 151 77 199
1 4 6 6 203 102 102
1 6 0 7 45 134 130
0 1 6 0 142 45 134
0 3 0 4 147 134 203
1 3 5 4 62 6 203
1 5 2 0 83 77 134
0 3 0 2 152 134 77
0 7 4 2 49 203 77
1 5 5 0 44 83 134
0 4 0 0 223 134 134
0 6 5 7 179 44 130
1 0 7 3 118 130 62
1 3 5 3 42 44 62
0 1 3 7 17 42 130
1 1 6 3 171 45 42
0 2 3 7 235 42 130
0 0 5 5 123 44 44
0 0 3 1 156 42 171
1 6 0 4 251 118 203
1 5 6 4 15 251 203
0 7 7 7 146 130 130
0 6 0 6 232 118 251
0 2 3 0 211 42 118
1 2 3 0 183 42 118
0 3 4 7 250 203 130
1 7 1 1 138 171 171
1 0 2 3 110 183 42
0 0 7 2 109 138 183
0 0 6 6 162 251 251
0 2 2 6 108 183 251
1 0 2 5 111 183 15
0 3 0 5 158 111 15
0 0 4 3 122 203 42
1 1 5 5 26 15 15
1 1 1 0 97 26 111
1 7 0 5 240 111 15
1 4 5 4 163 15 203
1 0 7 4 75 240 163
1 3 1 7 39 97 240
1 1 0 6 149 75 251
0 2 7 5 120 240 15
0 7 7 2 32 240 183
0 6 1 2 76 149 183
1 5 1 3 195 149 39
0 7 7 6 231 240 251
0 0 7 4 2 240 163
1 0 7 7 1 240 240
1 1 4 7 15 163 240
1 5 0 3 106 1 39
0 1 7 1 227 240 15
1 5 4 1 211 163 15
0 1 4 3 40 163 39
1 0 3 5 118 39 211
0 7 2 3 77 183 39
0 4 0 0 36 118 118
0 3 7 4 238 240 163
0 5 4 5 45 163 211
0 0 0 3 0 118 39
0 4 5 4 155 211 163
1 2 1 3 174 15 39
1 5 3 2 134 39 174
0 7 0 2 211 118 174
1 1 7 3 73 240 39
1 7 4 6 52 163 251
0 2 2 6 191 174 251
0 2 2 5 121 174 134
1 4 6 3 202 251 39
0 5 1 2 208 73 174
0 6 1 1 200 73 73
1 7 0 6 72 118 251
1 5 0 6 154 118 251
1 7 3 7 167 39 72
1 4 1 1 108 73 73
1 5 1 2 207 73 174
1 6 1 0 54 73 118
1 5 0 7 23 118 167
1 3 0 1 152 118 73
1 7 6 3 223 54 152
0 2 3 4 70 152 108
1 1 2 1 74 174 73
1 2 5 7 216 23 223
0 0 4 1 98 108 74
0 7 2 2 235 216 216
0 2 6 0 199 54 118
0 4 4 4 77 108 108
1 5 6 0 173 54 118
1 2 0 6 187 118 54
0 0 6 2 168 54 187
0 0 4 6 214 108 54
1 6 7 4 186 223 108
0 0 3 4 228 152 108
0 6 4 2 71 108 187
1 0 5 6 220 173 186
1 0 1 3 154 74 152
1 4 0 6 199 154 186
1 3 0 7 101 154 223
0 6 7 4 99 223 199
0 2 7 2 50 223 187
1 1 5 6 226 173 186
1 0 2 0 49 187 154
0 7 0 1 74 49 226
1 7 5 0 94 173 49
1 4 2 3 113 187 101
1 5 4 3 7 113 101
1 2 3 6 144 101 186
0 1 7 2 65 94 144
1 5 3 4 159 101 113
1 7 7 5 63 94 159
1 5 6 7 193 186 63
1 5 0 4 38 49 113
1 5 3 4 255 101 113
0 5 3 7 148 101 63
1 1 3 1 32 101 226
1 7 2 7 21 144 63
0 4 7 1 217 21 32
1 7 7 5 92 21 255
0 1 0 1 175 49 32
0 5 7 1 209 92 32
1 1 4 0 205 113 49
1 7 2 1 146 144 205
1 0 5 2 125 255 144
1 2 4 3 24 113 101
0 0 4 4 23 113 113
0 6 3 2 98 101 24
0 7 7 6 24 146 186
0 2 0 0 254 125 125
1 3 0 6 223 125 186
1 7 3 4 4 223 113
1 5 4 1 191 113 205
1 3 2 1 186 24 205
0 0 1 4 60 205 113
1 0 6 5 124 186 191
0 5 5 3 75 191 186
0 6 2 6 87 24 186
0 5 7 6 253 4 186
1 7 5 7 208 191 4
1 0 3 7 192 186 208
1 2 0 5 146 192 191
1 5 7 4 233 208 113
0 7 0 4 56 192 113
1 2 3 6 195 186 186
1 4 4 4 58 113 113
1 3 6 7 186 186 208
0 6 7 3 184 208 186
1 0 6 7 132 186 208
0 6 2 6 153 195 186
0 7 3 2 224 186 195
1 1 7 3 110 208 186
0 5 5 0 15 233 132
1 1 0 3 151 132 186
1 5 2 6 79 195 186
1 7 5 7 205 79 208
1 3 6 1 35 186 151
0 7 0 7 108 132 205
0 6 0 7 185 132 205
0 1 5 1 171 79 151
1 7 5 0 124 79 132
1 0 5 1 99 79 151
0 6 4 3 221 58 35
1 2 6 4 207 186 58
1 2 1 5 61 151 79
0 3 6 7 129 186 124
0 5 4 1 224 58 151
0 6 6 2 121 186 61
0 1 1 2 13 151 61
1 2 3 3 209 35 35
1 2 7 6 21 124 186
1 6 1 2 189 151 21
0 7 1 5 151 151 79
1 5 3 6 60 35 189
1 2 1 4 103 151 58
0 7 1 5 98 151 60
0 6 1 6 17 151 189
1 6 3 5 29 35 60
1 6 0 3 197 99 35
1 3 0 7 232 99 124
0 2 4 4 160 58 58
1 4 6 3 65 197 232
0 2 0 4 29 99 65
1 6 1 2 124 151 103
1 6 6 5 210 124 60
0 2 1 4 196 151 65
0 4 7 1 95 124 151
1 5 6 4 208 210 65
0 7 6 4 239 210 65
1 2 3 0 13 232 99
0 1 6 5 71 210 208
1 4 1 4 87 151 65
1 4 7 2 205 124 13
1 4 0 1 201 99 151
0 0 4 2 226 201 13
0 6 1 0 214 151 99
0 6 3 6 236 232 210
0 7 7 2 101 124 13
0 1 3 1 102 232 151
0 2 4 4 134 201 201
1 6 4 1 53 201 151
0 0 0 6 37 99 53
1 4 7 1 107 124 151
1 1 3 6 111 232 53
0 0 5 4 105 208 107
0 6 7 2 35 124 13
1 2 7 0 38 124 99
0 4 7 5 145 124 208
1 5 2 0 234 38 99
0 3 1 1 183 111 111
1 4 1 0 239 111 99
0 4 7 2 176 124 38
1 3 3 7 139 232 124
1 6 1 0 203 111 99
1 1 5 6 232 234 203
1 4 6 3 39 203 139
1 5 0 7 234 99 124
0 6 5 3 44 234 139
1 2 6 2 161 203 38
0 6 4 0 85 39 99
1 6 5 3 237 234 139
0 5 2 7 83 161 124
0 5 0 4 64 99 39
1 4 2 0 169 161 99
0 3 5 5 25 234 234
1 3 6 3 135 237 139
1 4 6 3 177 237 135
0 4 6 0 232 237 99
1 6 6 2 40 237 161
1 6 6 1 79 40 232
1 7 2 2 151 161 161
1 4 6 5 143 79 234
0 2 2 5 45 161 234
0 5 2 3 206 161 135
1 0 0 3 10 99 135
1 6 0 4 134 10 143
0 1 0 6 5 10 134
1 3 7 4 189 151 143
0 6 6 1 43 134 232
1 5 6 1 167 134 232
1 0 7 2 130 151 161
0 4 2 4 182 161 143
1 6 7 6 208 151 134
1 7 7 1 215 151 232
1 3 7 0 227 215 130
0 3 6 2 145 208 161
0 2 1 1 75 232 232
0 0 6 6 9 208 208
0 1 4 4 103 143 143
1 0 2 1 98 161 232
1 2 7 4 47 215 143
1 0 2 7 11 47 215
1 3 7 4 113 215 143
0 6 1 4 43 232 143
1 7 1 6 124 232 208
1 3 3 3 176 113 113
1 5 7 6 4 124 208
0 5 0 2 40 11 47
0 7 7 0 233 124 11
0 7 6 1 219 208 232
0 0 4 1 117 143 232
1 2 2 3 167 47 176
0 7 2 6 242 167 208
0 7 1 1 101 232 232
1 5 6 1 43 208 232
0 5 7 2 67 124 167
1 5 4 6 187 143 208
0 2 5 1 55 187 232
1 0 2 3 99 167 176
0 5 2 5 98 167 187
0 2 4 7 81 143 124
1 6 4 5 175 143 187
1 7 4 0 135 143 99
0 4 7 5 76 135 187
0 0 3 5 118 176 187
1 6 4 4 158 143 143
1 4 1 2 59 232 167
0 3 3 5 145 176 187
1 7 1 0 8 232 99
0 6 4 3 46 59 176
1 7 5 0 154 187 99
1 0 5 4 73 187 59
1 6 1 1 207 232 232
1 4 6 2 132 207 167
1 1 6 4 71 207 132
1 7 1 6 247 71 207
0 6 2 4 100 167 132
1 1 6 4 114 207 132
1 4 5 2 236 187 167
0 5 6 1 229 207 114
1 6 5 4 130 187 236
1 7 6 2 238 130 167
0 0 5 4 188 187 236
0 1 4 2 52 236 167
0 1 6 5 167 130 187
0 3 4 7 46 236 238
1 4 6 2 4 130 167
0 2 6 0 140 130 73
1 5 1 5 82 114 187
0 7 4 6 150 4 130
1 0 6 0 91 130 73
1 3 0 3 13 91 176
0 6 7 7 2 238 238
1 0 7 4 21 238 4
1 2 1 1 194 114 114
0 4 3 7 205 13 238
1 1 7 4 70 238 4
0 0 0 0 42 21 21
1 0 7 3 156 238 13
0 0 1 1 133 70 70
0 7 6 7 223 130 238
0 4 1 6 172 70 130
0 2 4 1 12 4 70
1 5 0 2 56 156 194
0 7 7 3 132 238 13
1 5 1 0 112 70 156
1 7 6 1 9 130 70
0 5 0 3 184 156 13
0 3 0 2 153 156 194
0 5 2 4 111 194 4
0 3 6 3 224 130 13
0 6 4 0 221 4 156
0 5 2 6 207 194 130
0 5 7 4 170 9 4
0 4 1 7 24 70 9
0 2 3 4 207 13 4
0 2 0 2 132 156 194
0 5 0 6 175 156 130
0 6 3 2 175 13 194
0 4 2 1 135 194 70
1 7 6 1 219 130 70
1 2 5 7 158 112 219
1 0 5 2 7 112 158
1 4 4 6 237 4 130
0 5 3 2 212 13 158
1 4 7 7 106 219 219
0 3 1 0 179 70 7
0 1 6 1 255 130 70
0 4 0 7 227 7 219
0 2 0 2 165 7 158
1 5 3 7 159 13 219
0 6 5 1 81 159 70
0 1 1 1 248 70 70
0 3 5 2 146 159 158
1 2 2 7 129 158 219
0 7 6 6 116 130 130
0 5 0 6 25 7 130
1 0 3 7 37 13 219
1 6 0 5 33 37 159
0 1 3 7 166 13 219
0 3 4 3 40 106 13
0 2 7 1 158 219 70
1 1 5 4 106 159 106
1 4 0 7 12 37 219
1 3 5 6 210 159 33
1 6 4 0 134 12 37
0 6 7 5 170 219 159
1 6 7 5 174 219 159
1 7 1 7 192 106 219
0 6 2 0 23 129 37
0 6 1 4 89 106 12
0 4 1 0 54 106 37
0 0 7 1 87 192 106
1 5 5 3 60 159 210
0 3 4 0 244 12 37
0 6 2 0 161 129 37
0 7 5 3 183 60 210
1 6 0 7 161 37 192
1 0 3 2 185 210 129
1 3 5 0 132 60 185
0 1 5 6 58 60 161
1 7 2 1 47 129 106
0 1 5 7 132 60 47
1 0 5 4 146 60 12
0 7 6 6 222 161 161
1 4 4 4 10 12 12
0 3 3 4 81 132 10
0 1 1 7 83 106 47
1 7 5 1 224 60 106
0 2 2 4 71 129 10
0 6 6 0 46 161 146
0 1 5 2 157 60 129
0 2 2 5 240 129 60
0 1 2 1 96 129 106
1 7 5 3 36 60 132
0 2 6 7 179 161 36
0 0 0 2 174 146 129
0 6 5 0 98 60 146
1 0 0 3 82 146 132
1 4 6 6 189 161 161
0 3 7 5 192 36 60
1 2 0 3 127 82 132
1 0 5 2 68 60 127
1 3 5 1 22 60 106
1 4 4 4 183 189 189
1 6 5 0 131 60 68
0 1 1 4 71 106 183
1 7 7 1 10 36 106
0 7 6 7 117 131 10
1 3 4 1 56 183 106
0 1 1 0 16 106 68
0 4 5 2 195 60 127
0 2 2 7 188 127 10
1 0 2 5 183 127 60
0 7 2 1 217 127 106
1 2 0 2 167 183 127
0 7 0 7 130 183 10
0 3 5 0 71 60 183
1 3 2 5 212 167 60
1 6 4 0 140 183 183
1 2 5 7 37 60 10
1 2 5 4 140 60 183
0 2 3 6 170 212 140
1 4 7 7 113 10 10
0 1 3 6 67 212 140
1 4 2 6 98 140 140
1 2 7 0 119 10 183
1 4 0 0 36 183 183
0 5 0 5 173 183 60
0 6 5 0 25 60 183
1 4 2 4 221 119 36
0 0 6 2 252 140 119
0 1 6 7 158 140 10
0 0 1 5 43 106 60
1 3 6 3 23 140 212
1 4 3 7 247 23 10
0 3 4 1 43 247 106
0 0 6 4 235 140 247
1 3 1 5 125 106 60
1 3 2 5 11 119 60
0 3 6 1 104 140 106
1 0 1 3 203 106 11
0 7 7 0 150 10 203
1 1 1 4 11 106 247
1 4 2 6 87 119 140
0 0 1 2 214 11 119
1 7 2 0 164 119 203
0 0 0 0 151 203 203
1 6 6 1 56 140 11
0 2 6 4 5 56 87
1 4 3 4 143 11 87
1 0 4 6 162 143 56
1 5 1 3 232 11 11
1 1 3 6 231 11 56
1 3 6 4 198 56 143
1 4 0 1 247 162 231
0 2 4 5 200 247 232
1 0 7 0 164 164 162
1 4 4 3 215 247 198
1 6 3 1 111 198 231
0 4 4 5 121 215 232
1 1 6 3 68 111 198
1 7 7 2 99 164 119
0 1 5 6 98 232 111
0 0 3 1 84 198 68
0 6 1 5 235 68 232
1 0 1 4 123 68 215
0 5 2 1 114 119 68
0 1 6 7 180 111 99
0 2 3 4 185 198 215
1 1 6 1 192 111 68
1 6 4 1 125 215 192
1 6 4 2 31 215 119
1 5 3 7 22 198 99
0 0 4 0 227 215 123
1 3 6 2 136 31 119
1 4 6 1 97 31 192
1 1 1 0 64 192 123
0 3 6 0 209 31 123
1 6 2 4 197 119 97
0 4 1 5 49 64 22
0 4 4 6 180 97 197
0 2 6 4 57 197 97
0 7 1 6 238 64 197
1 1 4 0 121 97 123
1 1 7 0 112 99 123
0 3 4 1 105 97 112
1 0 4 1 213 97 112
0 0 3 2 251 136 119
1 3 6 4 165 197 97
0 1 7 3 197 99 165
0 1 1 7 171 112 99
1 3 2 7 88 119 99
0 4 3 0 194 88 213
0 1 4 4 245 97 97
1 6 3 0 85 88 213
0 3 4 6 101 97 85
0 1 0 3 202 213 88
0 4 3 0 9 88 213
0 4 4 3 171 97 88
0 5 7 0 206 99 213
0 6 6 5 82 85 22
1 5 7 7 6 99 99
1 0 0 7 61 213 99
1 1 0 4 56 61 97
0 4 6 3 17 85 88
0 3 3 3 136 88 88
0 7 3 5 245 88 6
0 5 3 3 108 88 88
0 4 7 0 247 99 61
1 5 6 7 192 85 99
1 2 3 5 23 88 192
0 6 2 2 94 23 23
1 1 7 0 108 99 61
0 5 3 3 214 88 88
1 3 4 2 178 97 23
0 3 7 0 250 99 61
0 2 3 7 69 178 99
0 6 2 6 39 23 85
0 7 1 4 239 108 97
0 5 7 0 84 99 61
0 6 5 2 163 192 23
1 0 2 2 95 23 23
0 4 3 3 204 178 178
1 7 0 2 103 95 23
0 1 0 6 95 95 85
0 3 3 2 192 178 23
1 4 5 6 11 192 85
0 3 7 4 254 103 11
1 5 3 3 216 178 178
1 0 5 0 146 216 95
1 2 6 0 68 85 146
1 7 0 7 217 146 103
1 7 1 1 204 108 108
1 0 4 7 187 11 204
0 4 3 5 37 178 216
0 0 1 4 27 108 11
1 3 6 3 61 85 178
1 7 3 1 251 61 108
0 7 2 3 198 68 61
0 0 1 6 151 108 85
1 1 1 5 231 108 216
0 7 7 3 206 251 61
1 4 3 6 204 61 85
0 1 7 2 104 251 68
1 5 6 2 12 85 68
1 1 2 7 9 68 251
1 7 5 6 34 12 85
1 2 0 4 179 187 204
0 6 4 1 191 204 9
0 6 6 3 57 85 61
0 7 3 6 78 61 85
1 4 2 6 252 179 85
1 0 7 3 199 34 61
0 1 0 4 155 199 252
0 2 0 6 0 199 85
0 5 4 3 22 252 61
1 3 0 2 117 199 179
0 5 0 6 148 199 85
1 1 5 1 72 12 9
1 1 7 5 143 34 12
1 5 0 5 38 199 12
0 3 7 0 202 34 199
1 2 3 1 5 117 143
0 4 1 7 45 143 34
1 3 1 7 105 143 34
0 2 4 1 55 252 143
0 6 4 5 232 252 38
1 6 4 4 80 252 252
0 0 0 4 240 199 252
0 6 4 5 85 252 38
1 6 2 3 156 5 105
1 1 3 6 15 105 156
1 6 7 2 127 34 5
1 2 0 4 184 199 252
0 1 2 2 209 184 184
0 1 1 5 28 15 38
0 3 1 3 248 15 105
1 3 0 6 129 199 127
1 6 0 5 233 199 38
1 5 7 1 226 34 15
1 2 3 5 121 129 226
1 1 7 3 79 34 129
0 4 3 6 0 129 233
0 7 4 5 122 252 226
0 5 7 4 11 34 252
1 7 5 7 201 226 34
0 5 0 1 43 199 79
1 4 7 3 221 201 129
0 4 6 7 15 233 201
1 2 1 7 185 79 201
0 5 6 2 223 233 185
1 0 2 1 202 185 79
1 6 3 3 220 129 129
0 0 6 6 184 220 220
0 7 5 4 9 226 221
1 0 6 3 209 220 129
0 6 6 6 31 220 220
0 1 0 0 19 209 209
1 3 7 6 218 201 220
0 5 2 1 228 185 79
1 2 6 1 239 220 79
1 1 1 7 221 79 201
0 4 5 1 205 226 221
1 5 5 5 219 226 226
0 3 3 6 222 218 220
0 5 4 2 39 221 239
0 0 6 2 58 220 239
1 1 0 1 196 209 221
1 1 4 0 139 221 209
0 7 2 3 193 239 218
0 1 3 7 158 218 201
1 1 2 5 61 239 219
0 1 6 0 5 220 209
1 5 1 0 93 61 209
0 1 4 3 216 221 218
1 0 0 1 189 209 61
1 0 1 2 163 61 239
0 1 6 3 116 220 218
0 4 4 6 86 221 220
0 6 7 0 25 201 163
0 3 4 5 232 221 93
1 6 4 7 110 221 201
1 5 1 2 34 61 239
1 1 2 2 250 239 239
0 3 1 2 178 250 239
1 5 1 0 255 250 163
1 5 2 3 153 239 218
0 0 5 7 209 153 201
1 6 4 5 87 221 153
1 4 4 7 77 221 201
0 7 5 1 47 153 250
0 6 3 1 235 218 250
1 4 0 0 195 163 163
0 7 5 4 109 153 195
1 4 5 1 89 153 250
1 4 4 4 70 89 89
1 2 0 4 130 163 70
0 4 1 1 0 250 250
0 2 3 3 132 218 218
1 1 1 1 44 250 250
0 6 7 3 201 201 218
0 2 3 0 203 218 163
0 2 1 7 243 44 201
0 7 0 0 68 163 163
1 1 0 4 224 163 70
1 2 5 0 3 153 163
0 5 4 2 74 70 3
1 4 0 0 12 163 163
1 5 5 2 31 153 3
